StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q0,Q1,Q3,Q2,Q28,Q11,Q12,Q13_1,Q13_2,Q13_3,Q13_4,Q4,Q5,Q1,Q2_NPS_GROUP,Q2,Q8_NPS_GROUP,Q8,Q29_NPS_GROUP,Q29,Q9_NPS_GROUP,Q9,Q31_NPS_GROUP,Q31,Q32_NPS_GROUP,Q32,Q10_NPS_GROUP,Q10,Q33_NPS_GROUP,Q33,Q34_NPS_GROUP,Q34,Q36_NPS_GROUP,Q36,Q37_NPS_GROUP,Q37,Q38_NPS_GROUP,Q38,Q39_NPS_GROUP,Q39,Q40_NPS_GROUP,Q40,Q41_NPS_GROUP,Q41,Q43_NPS_GROUP,Q43,Q44_NPS_GROUP,Q44,Q45_NPS_GROUP,Q45,Q14_1,Q14_2,Q14_3,Q_DataPolicyViolations
2023-04-09 05:48:37,2023-04-09 05:49:34,4,120.18.157.86,100,57,1,2023-04-16 08:08:30,R_e3rMurWPUMPBlie,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,2,4,2,4,2,4,1,3,"1,2",1,"1,2",2,7,1,5,,,2,7,1,4,,,1,6,1,5,,,1,6,1,4,,,1,4,2,7,,,,,1,4,2,7,,,,
2023-04-02 08:02:06,2023-04-02 08:04:14,4,139.5.108.180,3,128,0,2023-04-16 08:08:30,R_e4icmugKSl2z90W,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-09 05:38:45,2023-04-09 05:40:00,4,120.18.105.202,100,75,1,2023-04-16 08:08:30,R_e8wnfJkZychkNzo,,,,,-33.8715,151.2006,anonymous,EN,3,2,1,1,1,1,5,1,2,4,3,4,2,"1,2",1,4,3,9,,,1,5,1,6,,,2,7,1,6,,,1,5,1,6,,,1,5,1,5,,,,,1,5,2,7,4,2,1,
2023-04-10 03:05:04,2023-04-10 03:06:16,4,120.17.159.215,100,72,1,2023-04-16 08:08:30,R_eYanxTlhDspy4wS,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,4,4,3,2,1,4,2,3,2,3,1,,,1,2,,,1,5,,,,,1,6,,,,,2,8,,,,,2,7,,,,,,,1,6,,,,,,
2023-04-09 05:46:54,2023-04-09 05:47:32,4,120.18.105.202,100,37,1,2023-04-16 08:08:30,R_es9TLyUTZAnFXca,,,,,-33.8715,151.2006,anonymous,EN,,2,2,1,1,1,1,3,1,2,4,2,1,2,2,7,,,,,,,2,7,,,,,1,6,,,,,2,7,,,,,2,8,,,,,,,2,7,,,,
2023-04-02 08:07:00,2023-04-02 08:27:53,4,103.120.10.196,100,1252,1,2023-04-16 08:08:30,R_0GJlATOXEVU4Dki,,,,,-33.8715,151.2006,anonymous,EN,2,2,2,2,2,2,2,1,2,3,4,1,4,"2,3",2,8,,,2,8,,,2,8,2,8,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,
2023-04-09 05:41:58,2023-04-09 05:43:03,4,120.18.157.86,100,65,1,2023-04-16 08:08:30,R_0faulhrl8Bv1sW2,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,2,1,3,2,1,3,4,2,2,2,1,5,,,,,,,1,5,,,,,1,5,,,,,1,5,,,,,1,5,,,,,,,1,5,,,,
2023-04-09 06:23:24,2023-04-09 06:23:56,4,220.245.63.242,3,31,0,2023-04-16 08:08:29,R_26vwnUOlwzUHWp8,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-05 23:44:51,2023-04-09 04:52:39,4,120.18.105.202,100,277668,1,2023-04-16 08:08:30,R_3D8JQVLJRbq7ddA,,,,,-33.8715,151.2006,anonymous,EN,3,2,1,2,3,2,2,1,2,3,,4,4,3,,,,,1,5,,,,,2,7,,,,,1,6,,,,,1,6,,,,,1,5,1,4,,,,,,,,
2023-04-09 06:00:49,2023-04-09 06:01:52,4,120.18.105.202,100,63,1,2023-04-16 08:08:30,R_3Q0DVhL5IuIjpJk,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,2,4,3,2,1,4,2,3,1,2,"2,3",2,8,,,3,9,,,2,7,2,8,,,2,7,2,7,,,1,6,1,6,,,2,8,2,8,3,9,,,3,9,,,,
2023-04-09 04:50:36,2023-04-09 04:52:48,4,202.43.234.79,100,131,1,2023-04-16 08:08:30,R_5yH7bVozlwvgbJ4,,,,,22.2578,114.1657,anonymous,EN,3,2,3,1,4,2,4,1,2,3,4,2,2,2,3,10,,,,,,,3,10,,,,,3,10,,,,,3,10,,,,,3,10,,,,,,,3,10,,,,
2023-04-10 04:34:40,2023-04-10 04:35:44,4,124.170.179.144,100,63,1,2023-04-16 08:08:30,R_8HaXbLMrB7P9HIG,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,2,2,1,4,1,2,3,4,1,1,"1,2",1,6,1,6,,,1,5,2,7,,,1,6,2,7,,,1,5,2,7,,,1,5,2,7,,,,,1,5,2,7,,,,
2023-04-09 05:53:31,2023-04-09 05:54:37,4,120.18.105.202,100,65,1,2023-04-16 08:08:30,R_8dnqJVDdgLDY4VU,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,3,4,3,2,1,3,2,4,4,3,"2,3",2,7,,,1,6,,,2,7,2,8,,,2,8,2,7,,,3,9,1,6,,,2,8,1,6,2,8,,,2,7,2,4,5,
2023-04-09 06:04:26,2023-04-09 06:05:20,4,120.18.105.202,100,54,1,2023-04-16 08:08:30,R_8qpNWji5bVFFY3Q,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,4,2,3,1,1,2,4,3,"3,4",3,"1,3",,,1,5,1,6,1,6,,,1,6,2,7,,,2,8,1,6,,,2,8,2,7,,,2,8,2,7,2,8,,,3,4,4,
2023-04-09 06:03:25,2023-04-09 06:04:32,4,120.18.24.197,100,66,1,2023-04-16 08:08:30,R_abApyeudRUxWIrc,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,2,2,2,3,3,2,1,4,1,2,2,1,5,,,,,,,1,5,,,,,1,4,,,,,1,5,,,,,1,6,,,,,,,1,5,,,,
2023-04-15 22:42:47,2023-04-15 22:44:00,4,103.120.10.196,100,72,1,2023-04-16 08:08:29,R_d4NlwmziNhuYn7o,,,,,-33.8715,151.2006,anonymous,ZH-S,3,2,2,3,4,2,2,2,1,4,3,1,1,"1,2",2,7,1,4,,,1,4,2,8,,,1,4,2,7,,,1,4,2,7,,,1,3,2,7,,,,,1,4,2,7,,,,
2023-04-09 06:07:38,2023-04-09 06:10:06,4,43.252.112.100,100,148,1,2023-04-16 08:08:30,R_eEQ2x2V5qZFuX1s,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,2,4,2,2,4,3,1,2,3,1,1,,,2,8,,,2,8,,,,,2,7,,,,,2,7,,,,,1,6,,,,,,,2,7,,,5,4,2,
2023-04-09 05:59:33,2023-04-09 06:00:30,4,120.18.105.202,100,56,1,2023-04-16 08:08:30,R_eF1zyz6jAgRxchM,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,1,1,1,1,3,1,2,4,3,2,"2,3",2,8,,,2,8,,,1,6,2,7,,,2,7,1,6,,,3,9,3,10,,,1,6,1,5,1,5,,,1,5,1,3,3,
2023-04-09 08:14:47,2023-04-09 08:15:39,4,120.18.105.202,100,52,1,2023-04-16 08:08:30,R_eIDeZnQ3s3zT4Ym,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,4,3,3,3,1,2,4,3,"2,4",4,1,,,2,7,,,2,8,,,,,2,7,,,,,2,8,,,,,2,7,,,,,,,2,7,,,4,5,3,
2023-04-02 08:17:36,2023-04-02 08:17:44,4,49.186.212.90,3,8,0,2023-04-16 08:08:30,R_eXNj8ovOQeF9xSC,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-09 05:57:44,2023-04-09 05:58:26,4,120.18.157.86,100,42,1,2023-04-16 08:08:30,R_1MRPPxWMIuoXO2q,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,4,4,2,4,3,2,1,4,"1,2",1,2,2,7,,,,,,,2,7,,,,,1,5,,,,,1,5,,,,,1,6,,,,,,,1,5,,,,
2023-04-09 06:04:46,2023-04-09 06:05:59,4,120.18.157.86,100,72,1,2023-04-16 08:08:30,R_3Ubokuypt3nwXzg,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,4,3,1,3,1,3,2,4,"1,3",2,1,,,1,5,,,1,5,,,,,1,5,,,,,1,5,,,,,1,5,,,,,,,1,5,,,4,4,4,
2023-04-09 05:47:14,2023-04-09 05:48:29,4,120.18.157.86,100,75,1,2023-04-16 08:08:30,R_5ceWN94I0clfGya,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,2,4,2,3,2,3,1,4,"1,2,3",1,"1,2",1,5,1,4,,,1,6,1,4,,,2,7,1,4,,,1,4,2,7,,,1,4,1,6,,,,,1,4,1,4,4,4,4,
2023-04-09 05:45:53,2023-04-09 05:46:48,4,120.18.105.202,100,55,1,2023-04-16 08:08:30,R_5syyatm5BTSyAXY,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,2,4,3,2,3,1,2,4,4,3,2,2,8,,,,,,,2,7,,,,,2,7,,,,,2,7,,,,,2,7,,,,,,,2,7,1,5,4,
2023-04-09 05:59:09,2023-04-09 06:00:44,4,120.18.24.197,100,94,1,2023-04-16 08:08:30,R_7PA5NYpEFDzRx7E,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,2,2,2,3,2,3,1,4,"1,2",2,"1,2",1,6,1,6,,,2,7,1,6,,,2,7,1,6,,,1,6,1,6,,,1,6,1,6,,,,,1,5,1,6,,,,
2023-04-15 22:42:47,2023-04-15 22:44:00,4,103.120.10.196,100,72,1,2023-04-16 08:08:30,R_8IVBB9cEnSR2reS,,,,,-33.8715,151.2006,anonymous,ZH-S,3,2,2,3,4,2,2,2,1,4,3,1,1,"1,2",2,7,1,4,,,1,4,2,8,,,1,4,2,7,,,1,4,2,7,,,1,3,2,7,,,,,1,4,2,7,,,,
2023-04-09 05:54:58,2023-04-09 05:55:44,4,120.18.105.202,100,46,1,2023-04-16 08:08:30,R_eVW28TKqSqlbQtU,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,4,3,3,2,4,1,2,3,"3,4",4,3,,,,,2,7,,,,,2,8,,,,,2,8,,,,,3,9,,,,,3,9,3,9,,,,,4,4,5,
2023-04-09 09:43:14,2023-04-09 09:46:11,4,43.252.112.166,100,176,1,2023-04-16 08:08:30,R_ezCTBvps9BTz5Ge,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,4,5,1,6,1,3,4,2,1,1,"1,2,3",2,8,2,7,3,10,2,7,2,8,3,9,2,7,2,8,3,9,1,5,2,7,2,7,1,2,1,6,3,10,3,10,1,5,1,6,,,,
2023-04-09 05:52:28,2023-04-09 05:53:16,4,120.18.105.202,100,47,1,2023-04-16 08:08:30,R_0VWspNkOFCF3I2y,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,4,3,3,4,1,3,2,4,"3,4",2,2,2,7,,,,,,,2,8,,,,,2,8,,,,,3,9,,,,,3,10,,,,,,,3,9,2,5,2,
2023-04-09 04:08:15,2023-04-09 04:10:10,4,,100,115,1,2023-04-16 08:08:30,R_1AgTGiR907wDBGu,,,,,-33.8715,151.2006,preview,EN,3,2,4,3,2,3,2,1,3,2,4,4,4,"1,2",3,9,3,9,,,2,8,2,7,,,3,9,2,7,,,2,7,3,9,,,3,9,1,6,,,,,3,9,1,5,4,4,2,
2023-04-02 08:57:43,2023-04-02 08:58:11,4,103.120.10.196,3,27,0,2023-04-16 08:08:30,R_1BsFJoEXHYT3Oqq,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-02 08:25:07,2023-04-02 08:33:20,4,104.28.125.2,100,493,1,2023-04-16 08:08:30,R_1WWQut6hjOnkgOq,,,,,-33.8715,151.2006,anonymous,EN,2,2,2,2,3,2,3,2,3,4,1,3,4,1,,,1,6,,,3,9,,,,,2,8,,,,,2,8,,,,,2,8,,,,,,,2,8,,,,,,
2023-04-09 10:24:16,2023-04-09 18:13:14,4,43.252.113.66,100,28137,1,2023-04-16 08:08:30,R_1X0rrBiXdIT5Ixg,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,4,4,2,3,4,2,3,1,"1,11",1,"1,2",2,7,1,5,,,1,5,2,8,,,2,7,2,7,,,2,7,2,7,,,1,6,2,7,,,,,1,6,2,8,,,,
2023-04-09 06:13:01,2023-04-09 06:14:42,4,170.178.185.50,26,101,0,2023-04-16 08:08:30,R_1zhnhkiPYpajZEW,,,,,,,anonymous,EN,3,2,3,4,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-12 20:54:39,2023-04-12 20:55:35,4,103.120.10.196,100,56,1,2023-04-16 08:08:30,R_2gwJoYv0J0ISPxI,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,2,4,2,1,2,1,3,4,1,2,2,1,6,,,,,,,1,6,,,,,1,6,,,,,1,6,,,,,2,7,,,,,,,2,8,,,,
2023-04-09 06:05:31,2023-04-09 06:06:15,4,120.18.105.202,100,43,1,2023-04-16 08:08:30,R_2ueNzLbMbQLJj0O,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,4,5,3,3,1,4,2,3,3,4,3,,,,,2,7,,,,,2,7,,,,,2,7,,,,,2,7,,,,,2,7,2,7,,,,,1,1,3,
2023-04-02 20:27:35,2023-04-02 20:29:13,4,,100,97,1,2023-04-16 08:08:30,R_3Vsuor4QcMBYKcS,,,,,-33.8715,151.2006,preview,EN,3,2,2,3,3,3,6,1,2,4,,3,2,3,,,,,3,10,,,,,3,10,,,,,2,8,,,,,2,8,,,,,2,8,2,8,,,,,,,,
2023-04-09 09:48:42,2023-04-09 09:52:20,4,49.186.93.111,100,218,1,2023-04-16 08:08:30,R_3WeCBNHXjQDa1Xo,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,4,3,2,2,1,2,3,4,1,1,"1,2",1,6,1,6,,,1,3,1,3,,,2,8,2,8,,,1,6,1,6,,,2,8,2,8,,,,,2,8,1,6,,,,
2023-04-09 05:59:19,2023-04-09 06:00:48,4,120.17.44.149,100,89,1,2023-04-16 08:08:30,R_4G85lv9UtWktG9o,,,,,-33.8715,151.2006,anonymous,EN,3,2,1,2,3,3,5,1,3,2,4,1,4,1,,,2,8,,,2,7,,,,,1,5,,,,,1,5,,,,,1,6,,,,,,,1,6,,,,,,
2023-04-09 05:59:15,2023-04-09 06:01:39,4,120.18.157.86,100,143,1,2023-04-16 08:08:30,R_4Tk9dd33gFjKZtI,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,2,2,2,1,2,1,3,4,"1,2",2,1,,,1,5,,,1,5,,,,,1,5,,,,,1,5,,,,,1,5,,,,,,,1,6,,,,,,
2023-04-09 06:29:13,2023-04-09 06:29:21,4,119.148.98.22,3,6,0,2023-04-16 08:08:30,R_56YK0ICQ8RVggiW,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-09 09:46:38,2023-04-09 09:48:05,4,220.233.199.187,100,86,1,2023-04-16 08:08:30,R_5i0o6MWaRIRwWSW,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,4,2,2,1,2,4,3,1,1,1,,,3,10,,,3,10,,,,,3,10,,,,,3,10,,,,,3,10,,,,,,,3,10,,,,,,
2023-04-09 06:58:51,2023-04-09 06:59:13,4,120.18.12.175,9,21,0,2023-04-16 08:08:30,R_6DXnjGIAEZACpyS,,,,,,,anonymous,EN,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-09 05:41:24,2023-04-09 05:42:47,4,120.18.105.202,100,82,1,2023-04-16 08:08:30,R_6R4X9Eu4y7wcxam,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,3,2,5,1,2,3,4,3,1,"1,2,3",3,10,1,4,2,8,1,3,3,9,1,5,1,4,2,8,2,7,1,5,2,7,1,6,1,4,1,5,2,8,2,8,2,8,2,7,2,4,4,
2023-04-12 21:41:01,2023-04-12 21:41:47,4,104.28.125.4,100,45,1,2023-04-16 08:08:30,R_6VRPn1VIqeYzyui,,,,,-33.8715,151.2006,anonymous,ZH-S,3,2,2,2,2,2,3,1,3,2,4,2,2,2,2,8,,,,,,,2,8,,,,,1,3,,,,,2,8,,,,,1,5,,,,,,,1,6,,,,
2023-04-09 05:46:14,2023-04-09 05:47:02,4,120.18.157.86,100,48,1,2023-04-16 08:08:30,R_6fd8h58HxIn4cHs,,,,,-33.8715,151.2006,anonymous,EN,,2,2,2,3,2,3,3,2,1,4,"1,2,3",2,2,1,6,,,,,,,1,5,,,,,1,4,,,,,1,6,,,,,1,4,,,,,,,1,5,4,4,3,
2023-04-09 05:57:19,2023-04-09 05:58:07,4,120.18.105.202,100,48,1,2023-04-16 08:08:30,R_6nxEqS4hHow8pbU,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,4,4,3,2,1,3,2,4,3,2,3,,,,,1,5,,,,,1,4,,,,,1,5,,,,,2,8,,,,,2,8,2,7,,,,,3,4,5,
2023-04-09 06:59:16,2023-04-09 07:00:03,4,120.18.105.202,100,46,1,2023-04-16 08:08:30,R_6omwO0J0zwYFtzw,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,4,2,2,1,2,3,1,4,"2,4",3,"1,2",1,4,2,8,,,1,5,2,8,,,1,6,2,8,,,1,6,2,8,,,1,6,2,8,,,,,2,7,2,8,3,4,4,
2023-04-09 06:04:52,2023-04-09 06:06:36,4,120.17.44.149,3,103,0,2023-04-16 08:08:30,R_6svefim1YEL2fDU,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-09 05:44:45,2023-04-09 05:45:45,4,120.18.105.202,100,59,1,2023-04-16 08:08:30,R_6xnZsQqYaWiaAzI,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,3,3,2,2,1,3,2,4,2,5,"2,3",2,8,,,2,8,,,2,8,2,8,,,2,8,2,8,,,2,8,2,8,,,2,8,2,8,3,9,,,3,9,,,,
2023-04-09 05:38:31,2023-04-09 05:40:12,4,120.18.210.24,32,100,0,2023-04-16 08:08:30,R_72v2FuneCYDKjB4,,,,,,,anonymous,EN,3,2,4,1,5,1,1,1,3,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-02 08:19:49,2023-04-02 08:23:35,4,124.168.224.211,100,225,1,2023-04-16 08:08:30,R_79vCLfcl7RZzRl4,,,,,-33.8715,151.2006,anonymous,EN,2,2,3,3,4,2,1,,1,2,,1,1,"1,2,3",3,9,2,8,2,7,2,7,3,9,2,8,2,8,2,8,2,8,3,9,3,9,3,9,2,8,2,8,2,8,3,9,3,9,3,9,,,,
2023-04-09 06:03:25,2023-04-09 06:04:32,4,120.18.24.197,100,66,1,2023-04-16 08:08:30,R_7NyiMr1741EUXxY,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,2,2,2,3,3,2,1,4,1,2,2,1,5,,,,,,,1,5,,,,,1,4,,,,,1,5,,,,,1,6,,,,,,,1,5,,,,
2023-04-09 06:06:01,2023-04-09 06:07:26,4,120.18.157.86,100,84,1,2023-04-16 08:08:30,R_8AeNDvchJP6CulE,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,4,3,2,3,3,2,1,4,"1,2",2,"1,2",2,8,1,5,,,1,5,1,6,,,1,6,1,6,,,2,7,1,6,,,1,5,2,7,,,,,1,5,1,5,,,,
2023-04-09 06:04:36,2023-04-09 06:05:56,4,120.18.24.197,100,79,1,2023-04-16 08:08:30,R_8jPijF1yOdrMHPM,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,4,2,3,1,4,3,2,"2,3",3,2,1,4,,,,,,,1,6,,,,,2,7,,,,,1,5,,,,,1,6,,,,,,,1,5,4,5,4,
2023-04-09 05:44:42,2023-04-09 05:45:25,4,120.18.157.86,100,42,1,2023-04-16 08:08:30,R_9GOP3gfFXE2Ewf4,,,,,-33.8715,151.2006,anonymous,EN,3,1,2,4,4,2,2,2,3,4,1,"1,2",2,1,,,1,4,,,1,5,,,,,1,3,,,,,1,4,,,,,1,3,,,,,,,1,3,,,,,,
2023-04-06 04:24:48,2023-04-06 04:38:22,4,,100,813,1,2023-04-16 08:08:30,R_9TWnROujEriyWtE,,,,,-33.8715,151.2006,preview,EN,3,2,1,4,,3,3,1,3,4,2,,1,"1,2,3",3,9,2,7,3,9,,,3,9,3,9,,,,,,,1,3,3,10,1,2,,,,,,,,,,,,,,,,
2023-04-09 06:06:27,2023-04-09 06:59:09,4,120.18.105.202,100,3162,1,2023-04-16 08:08:30,R_bQukg9CxU0nSa7I,,,,,-33.8715,151.2006,anonymous,EN,3,2,1,1,2,2,2,1,3,4,2,"3,11",2,"1,2,3",2,7,2,7,2,7,2,8,2,8,2,8,3,9,3,9,3,9,1,5,1,6,2,7,2,7,2,7,2,8,2,7,2,7,2,8,3,4,4,
2023-04-02 08:20:38,2023-04-02 08:27:41,4,103.120.10.196,100,422,1,2023-04-16 08:08:30,R_bju8DXjoIKyO3mm,,,,,-33.8715,151.2006,anonymous,EN,2,2,2,2,3,2,3,3,,4,1,1,1,"1,2,3",2,7,,,1,5,2,8,2,8,2,7,2,7,2,8,2,8,2,7,2,7,2,7,2,7,1,6,2,8,2,7,1,6,2,7,,,,
2023-04-09 06:01:49,2023-04-09 06:02:22,4,120.18.157.86,100,32,1,2023-04-16 08:08:30,R_cPd32KVCELCJdVI,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,3,2,2,3,1,4,2,2,2,1,,,1,5,,,1,5,,,,,1,5,,,,,1,4,,,,,1,3,,,,,,,1,5,,,,,,
2023-04-09 05:49:44,2023-04-09 05:51:03,4,120.18.105.202,100,79,1,2023-04-16 08:08:30,R_cVneNJKNcfRfVsy,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,4,2,2,6,2,1,3,4,2,2,2,2,7,,,,,,,1,6,,,,,1,5,,,,,1,5,,,,,1,6,,,,,,,1,5,,,,
2023-04-09 09:27:17,2023-04-09 09:29:05,4,71.172.48.179,100,108,1,2023-04-16 08:08:30,R_d4Dk5ZQjXEmH1ky,,,,,40.7182,-74.0476,anonymous,EN,3,1,3,4,4,1,3,3,1,2,4,11,1,2,2,7,,,,,,,2,8,,,,,3,9,,,,,3,9,,,,,3,9,,,,,,,3,9,,,,
2023-04-09 05:40:22,2023-04-09 05:41:20,4,120.18.105.202,100,58,1,2023-04-16 08:08:30,R_dnfTOcam9j341T0,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,4,4,2,4,1,3,2,4,"3,4",4,2,3,9,,,,,,,3,9,,,,,3,9,,,,,2,7,,,,,2,7,,,,,,,2,8,2,5,3,
2023-04-09 06:01:57,2023-04-09 06:02:43,4,120.17.44.149,100,46,1,2023-04-16 08:08:30,R_e4ISfSm6jEcnvFk,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,2,3,2,4,1,2,3,2,2,1,,,3,9,,,1,3,,,,,2,8,,,,,1,3,,,,,1,5,,,,,,,1,5,,,,,,
2023-04-09 06:04:26,2023-04-09 06:05:20,4,120.18.105.202,100,54,1,2023-04-16 08:08:30,R_eWGqBtL1WCVxam2,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,4,2,3,1,1,2,4,3,"3,4",3,"1,3",,,1,5,1,6,1,6,,,1,6,2,7,,,2,8,1,6,,,2,8,2,7,,,2,8,2,7,2,8,,,3,4,4,
2023-04-09 05:42:55,2023-04-09 05:44:22,4,120.18.105.202,100,86,1,2023-04-16 08:08:30,R_ewXvjeDHjRW6VGC,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,4,3,1,3,1,2,3,4,4,5,"1,2,3",3,9,1,3,3,9,1,3,2,8,2,8,1,3,2,8,2,7,1,3,1,6,2,7,1,6,1,6,2,8,1,6,1,6,1,6,3,4,4,
2023-04-09 05:51:22,2023-04-09 05:52:18,4,120.18.105.202,100,55,1,2023-04-16 08:08:30,R_0GPYMxirmoktY8e,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,4,2,2,4,1,3,2,4,3,3,3,,,,,1,5,,,,,1,6,,,,,2,7,,,,,2,7,,,,,2,8,1,6,,,,,4,4,4,
2023-04-12 21:02:04,2023-04-12 21:03:51,4,103.120.10.196,100,106,1,2023-04-16 08:08:30,R_0OItyAyUQKbdiyW,,,,,-33.8715,151.2006,anonymous,EN,3,2,1,2,4,1,2,3,1,2,4,3,3,"1,2",1,6,1,4,,,1,3,2,7,,,1,5,2,8,,,1,4,2,8,,,1,5,2,7,,,,,1,3,3,9,2,4,4,
2023-04-09 05:59:33,2023-04-09 06:00:30,4,120.18.105.202,100,56,1,2023-04-16 08:08:30,R_0oFI14GfaPV8xEy,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,1,1,1,1,3,1,2,4,3,2,"2,3",2,8,,,2,8,,,1,6,2,7,,,2,7,1,6,,,3,9,3,10,,,1,6,1,5,1,5,,,1,5,1,3,3,
2023-04-09 08:14:47,2023-04-09 08:15:39,4,120.18.105.202,100,52,1,2023-04-16 08:08:30,R_0p7YXwzSl1MzPTw,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,4,3,3,3,1,2,4,3,"2,4",4,1,,,2,7,,,2,8,,,,,2,7,,,,,2,8,,,,,2,7,,,,,,,2,7,,,4,5,3,
2023-04-09 06:23:24,2023-04-09 06:23:56,4,220.245.63.242,3,31,0,2023-04-16 08:08:30,R_1R3bHKETT1fSRxk,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-12 20:52:51,2023-04-12 20:54:33,4,103.120.10.196,100,101,1,2023-04-16 08:08:30,R_1XqHzb9FWDf6FAa,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,2,3,2,2,4,1,2,3,1,1,1,,,1,5,,,1,5,,,,,1,5,,,,,1,5,,,,,1,5,,,,,,,1,5,,,,,,
2023-04-12 20:55:38,2023-04-12 20:56:25,4,103.120.10.196,100,46,1,2023-04-16 08:08:30,R_25JtVn9IbFZSSDY,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,2,1,2,3,2,4,1,"2,11",2,3,,,,,2,8,,,,,2,8,,,,,2,8,,,,,2,8,,,,,2,8,2,8,,,,,,,,
2023-04-09 05:46:54,2023-04-09 05:47:32,4,120.18.105.202,100,37,1,2023-04-16 08:08:30,R_2fualqIdu2b2RgO,,,,,-33.8715,151.2006,anonymous,EN,,2,2,1,1,1,1,3,1,2,4,2,1,2,2,7,,,,,,,2,7,,,,,1,6,,,,,2,7,,,,,2,8,,,,,,,2,7,,,,
2023-04-09 05:54:13,2023-04-09 05:56:57,4,1.144.29.108,100,163,1,2023-04-16 08:08:30,R_37B08rCsRJY7Eiy,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,4,2,4,3,4,1,2,"1,3,11",2,"1,2",2,8,2,8,,,2,8,2,8,,,2,7,2,7,,,3,10,3,10,,,3,9,3,9,,,,,3,9,3,9,5,5,5,
